Date,Close,High,Low,Open,Volume
2024-01-02,7323.587891,7323.587891,7245.565918,7268.397949,121359000
2024-01-03,7279.09082,7321.878906,7275.874023,7316.108887,159498400
2024-01-04,7359.763184,7371.234863,7280.407227,7290.064941,155674900
2024-01-05,7350.619141,7403.578125,7350.619141,7376.288086,163057200
2024-01-08,7283.575195,7393.131836,7275.170898,7362.046875,140602400
2024-01-09,7200.203125,7311.638184,7180.157227,7299.783203,152570700
2024-01-10,7227.296875,7259.601074,7152.87793,7187.580078,152699300
2024-01-11,7219.963867,7277.500977,7219.963867,7253.456055,190523900
2024-01-12,7241.138184,7271.87207,7205.758789,7242.367188,152196500
2024-01-15,7224.000977,7281.26123,7206.307129,7254.044922,132959600
2024-01-16,7242.787109,7268.178223,7210.028809,7231.63916,130295500
2024-01-17,7200.634766,7252.457031,7162.484863,7248.01416,202143100
2024-01-18,7252.966797,7267.080078,7185.378906,7198.850098,158921700
2024-01-19,7227.401855,7277.979004,7170.805176,7271.341797,137359600
2024-01-22,7247.928223,7247.928223,7194.951172,7233.172852,141722200
2024-01-23,7256.229004,7256.229004,7201.829102,7232.516113,132610200
2024-01-24,7227.823242,7271.958008,7170.297852,7255.77002,128902300
2024-01-25,7178.041992,7253.720215,7176.111816,7215.526855,130391900
2024-01-26,7137.087891,7166.689941,7099.083984,7152.269043,140214300
2024-01-29,7157.174805,7177.696777,7115.036133,7147.714844,160408500
2024-01-30,7192.21582,7213.188965,7133.61377,7147.23584,182161800
2024-01-31,7207.940918,7247.518066,7192.644043,7213.307129,170270400
2024-02-01,7201.695801,7248.529785,7191.694824,7221.852051,157409100
2024-02-02,7238.785156,7238.785156,7180.356934,7221.900879,114364900
2024-02-05,7198.615234,7254.088867,7186.170898,7237.334961,137325900
2024-02-06,7247.408203,7268.131836,7212.140137,7230.148926,138020300
2024-02-07,7235.151855,7285.12793,7225.449219,7264.976074,138054800
2024-02-12,7297.668945,7306.158203,7250.310059,7268.334961,178661300
2024-02-13,7209.741211,7301.587891,7197.827148,7301.587891,128287400
2024-02-15,7303.280762,7365.682129,7298.481934,7337.630859,184420400
2024-02-16,7335.544922,7370.569824,7314.882813,7337.815918,146427800
2024-02-19,7296.702148,7339.755859,7277.537109,7323.312012,151238000
2024-02-20,7352.601074,7354.10791,7309.498047,7320.723145,129972000
